location,image_description,text,translated_text,id
Top text,Text in bold black font,गुसु बोथोरबाबो सिख्लाफोरा गोजांआ,"When I ask you to do something, you don't listen",image_bodo_418.jpg
Middle image,"A yellow emoji with a sad face, with brown hair and an orange shirt",,,image_bodo_418.jpg
Bottom text,Text in bold black font with a smiley face emoji at the end,सेंग्रा फ ोरना दां ्रोगम बाबो मोनलायै जायो ओमफ ्राय 🙂,You will only listen to your mother and father :),image_bodo_418.jpg
Middle,"Text in black color on white background, the text is written in multiple lines.",Bab re one week mwjang mwnlai naiyao nw cover photo dwnna lalaibaobai.😊,"Friend, one week has passed since the cover photo was changed, my friend.",image_bodo_140.jpg
Top,"Close-up of a person crying intensely, with tears streaming down their face and messy hair.",,,image_bodo_626.jpg
Bottom,A comment section showing a user named 'Bom Lom Bro' with a profile picture and a text message.,"Bom Lom Bro
Ag hala ...... Marwi bidi sikwmn rojo lainai.. Mancpra undwi gotopwrni acting kalmna gabnw hawa jatari...
Kamanipwrni sayao🎃","Bom Lom Bro
Oh my gosh ...... Marwi is like sikwmn red other.. Mancpra undwi gotopwrni acting calm gabnw hawa jatari...
Kamanipwrni dear🎃",image_bodo_626.jpg
Top,Text 'oitachar comment' with emojis,oitachar comment,Oppression comment,image_bodo_632.jpg
Top left,A woman wearing a mask and a blue top,gar rsta,gar rsta,image_bodo_632.jpg
Middle,A comment section with user profile pictures and text,"Cpaya jaa guar ngan lepw lepw
","You are very beautiful, keep going
",image_bodo_632.jpg
Middle,A comment section with user profile pictures and text,Rojo jwb baina ? Na Bidinw dabw ?,Will you come tomorrow? Or will you come day after tomorrow?,image_bodo_632.jpg
Middle,A comment section with user profile pictures and text,"रोनाव फाग्ला
Thaso bibar ngkow viral janainiprwi
birat posaigra jabai ang","Ronav Phagla
Go and become viral, your face is very beautiful
",image_bodo_632.jpg
Top right,Profile information of Adwi Memar,"Adwi Memar
15K followers 1.5K following","Adwi Memar
15K followers 1.5K following",image_bodo_632.jpg
Top,"A cute blob character with blushing cheeks and closed eyes with zzz symbols above it, indicating sleep.",Good night guys 😴,Good night guys,image_bodo_168.jpg
Middle,"A white blob character, possibly a simplified representation of a person or animal, with closed eyes and a slight smile, drawn in a cartoonish style. A black rectangle with white text is placed on its lower body.",Memes bodo,Memes bodo,image_bodo_168.jpg
Bottom,"Text in a bold font is displayed, with a small icon of a bed and a person sleeping next to the second line of text.","Jukunu Gabwn Tab sikar
naggwo ag









",Will not sleep until dawn,image_bodo_168.jpg
top text,Text in bold capital letters.,PWİGWO JWNWMYAO ESWRYA AÇKWO,PWİGWO JWNWMYAO ESWRYA AÇKWO,image_bodo_587.jpg
center image,A woman is walking on a road with a black pig tied to a rope.,,,image_bodo_587.jpg
right text,Text indicating social media profile information.,"Adwi Memar
15K followers 1.5K following","Adwi Memar
15K followers 1.5K following",image_bodo_587.jpg
bottom text,Text in bold capital letters.,OMA BUNDA JWNWM HORTWNG,OMA BUNDA JWNWM HORTWNG,image_bodo_587.jpg
Top left,WhatsApp logo and text 'WhatsApp',WhatsApp,WhatsApp,image_bodo_550.jpg
Top middle,A blurred image of a person's name or status.,,,image_bodo_550.jpg
Top right,The word 'now'.,now,now,image_bodo_550.jpg
Middle top,"A blurred message snippet, possibly a name or greeting.",,,image_bodo_550.jpg
Middle,A row of laughing emojis with tears.,😂😂😂😂😂😂😂,😂😂😂😂😂😂😂,image_bodo_550.jpg
Bottom text line 1,Text in Bodo language indicating laughter.,Købor lanænwi tab tab hor,The story is very funny,image_bodo_550.jpg
Bottom text line 2,Text in Bodo language continuing the expression of laughter.,Bwrw dabw købor gwia matw,You should also laugh heartily,image_bodo_550.jpg
Left profile picture,A silhouette of a person in a traditional dress against a scenic background.,,,image_bodo_550.jpg
center,"A white background with black text that is centrally aligned and written in a bold, sans-serif font. The text reads: 'malai pra bazarao tangsw gardw Durga puja ni gosla Longpen bainw jnghasw naiklo klo ctwb'.",malai pra bazarao tangsw gardw Durga puja ni gosla Longpen bainw jnghasw naiklo klo ctwb,I went to the market and bought a new dress for Durga Puja. Now I will wear it.,image_bodo_236.jpg
Top,Text in Devanagari script and English.,"हिनजाव मोनाब्ल्या बिमानि
ANGANWADI साखि खौ सोर
नो होनो बिखौसो सिनथा आंहा","Hinjav Monabbla Bimini
ANGANWADI Sakhi Khau Sor
No Hono Bikhauso Sintha Aha",image_bodo_579.jpg
Bottom Left,"A poorly drawn stick figure is shown in a sitting position, laughing uncontrollably.",,,image_bodo_579.jpg
Top,"A WhatsApp message interface showing a sender's profile picture (partially visible, showing lips and chin with a beard), the sender's name (redacted), and the message's timestamp.",WhatsApp,WhatsApp,image_bodo_551.jpg
Middle,A profile picture of a person's lips and chin with a beard. Two laughing emojis are next to the profile picture.,Asol cinema gwdana agnbw hor bra dgbaa,"Real cinema is coming back, you will see",image_bodo_551.jpg
Bottom,"The bottom part of the WhatsApp interface shows three options: 'Reply', 'Mark as read', and 'Mute'.",Reply,Reply,image_bodo_551.jpg
Bottom,"The bottom part of the WhatsApp interface shows three options: 'Reply', 'Mark as read', and 'Mute'.",Mark as read,Mark as read,image_bodo_551.jpg
Bottom,"The bottom part of the WhatsApp interface shows three options: 'Reply', 'Mark as read', and 'Mute'.",Mute,Mute,image_bodo_551.jpg
Top,A cute cartoon bear is holding a bow and arrow with a heart-shaped arrow head.,Ngkwo khatiyao nubatai,Let's go meet people,image_bodo_237.jpg
Middle,A cute cartoon bear is holding a bow and arrow with a heart-shaped arrow head.,Memes bodo,Memes bodo,image_bodo_237.jpg
Bottom,A cute cartoon bear is holding a bow and arrow with a heart-shaped arrow head.,"Bikhayao Tir gaonai badi
mwnlaiyw","Throw arrows, will kill bad people",image_bodo_237.jpg
Top,A profile picture of a young man with a blue shirt.,Tulunga Brahma,Tulunga Brahma,image_bodo_586.jpg
Top,Text comment from Tulunga Brahma about a video.,like mwnba lavelanw bara jayw nama video banainanwi dekailainanggwo nama,like mwnba lavelanw bara jayw nama video banainanwi dekailainanggwo nama,image_bodo_586.jpg
Top,"Like, Reply, and Hide options for the comment.",1h Like Reply Hide,1h Like Reply Hide,image_bodo_586.jpg
Middle,"A profile picture with a green circle around it, likely indicating the author.",Author +1,Author +1,image_bodo_586.jpg
Middle,Author's name and a reply comment.,Adwi Memar,Adwi Memar,image_bodo_586.jpg
Middle,Reply comment mentioning Tulunga Brahma and asking a question.,Tulunga Brahma level bara ja Kom ja ngha bohy bungnggwo jebw gwiya swr tinkw ngkwo comment KLM NW?,Tulunga Brahma level bara ja Kom ja ngha bohy bungnggwo jebw gwiya swr tinkw ngkwo comment KLM NW?,image_bodo_586.jpg
Middle,"Like, Reply options for the reply comment.",1h Like Reply,1h Like Reply,image_bodo_586.jpg
Bottom,Text indicating that Tulunga Brahma has been blocked.,You blocked Tulunga Brahma,You blocked Tulunga Brahma,image_bodo_586.jpg
Bottom,Text explaining the blocking policy.,"Blocks are profile-specific and apply individually. This block won't apply to Tulunga Brahmas other profiles, but we'll limit s of the ways he can interact wit from his other profiles.","Blocks are profile-specific and apply individually. This block won't apply to Tulunga Brahmas other profiles, but we'll limit s of the ways he can interact wit from his other profiles.",image_bodo_586.jpg
Bottom,"A partially obscured button, likely for closing or dismissing.",OSE,OSE,image_bodo_586.jpg
Top text block,"A block of green text on a yellow gradient background, with the text primarily in Devanagari script.","गामिफोराव औरैबादि
मानसि थायो बिसोर
मालयनि हानि सिमाखौ
नारनानै जोबोद मोजां
मोनो। बिदि मानसिफोरखौ
भुटां, बांग्लादेस आरो
पाकिस्तांनि सिमायैव
लांना न लुना दोनैहैब्ला
दाहा लागै खावसे हायानो
भारतनै जागोनमोन।","Gamipharao and others
Mansukh thio bisor
Malaya had loss of border
Narna the best
Mono. Such people
Bhutan, Bangladesh and
Pakistan's border
Laana na luna donhebla
On the other hand, the desire
India will awaken.",image_bodo_592.jpg
Middle,Text written on a purple background with a smiling emoji,"Mala kwipwd nipai
Bargo baogwn😊","My love is not going to go
I am going to be happy😊",image_bodo_141.jpg
Top,A profile picture of a woman and text indicating the post is from Gwjw... Brahma.,Gwjw... Brahma,Gwjw... Brahma,image_bodo_627.jpg
Main Content,A red background with white text and emojis. The text appears to be a message or statement with multiple laughing and surprised emojis.,"Sabodan bimamwn aji kalini sikaopra Hinjaopwrni pen gosla kaogragwjas

asorid mwiya mwiya sikao be pen bwraikwo kaona langna ma mwnkw","Our heart is very happy today, if you don't like it, it doesn't matter.",image_bodo_627.jpg
Comment 1,A profile picture of a young man next to a comment.,"Kolta Gorom
Napam buyd mwnamsugwn bra be ckaoya

Dali johol songby site yao bekwo lananwi mwnamsuby bedor buynagla","Kolta Gorom
To tell you, we are also happy, why are you talking like this?
It doesn't matter to us.",image_bodo_627.jpg
Comment 2,"A profile picture of a person with a green dot indicating they are online, next to a comment with multiple laughing emojis.","Sumi Bty
Malai mwnamsugn wgkam janaiyao","Sumi Bty
My mind is happy.",image_bodo_627.jpg
Top,The text 'Good night Ctwb' is displayed with icons of buildings at night and a neutral face.,Good night Ctwb,Good night Ctwb,image_bodo_196.jpg
Middle,"A cartoon character sits in front of a computer, looking tired, with a drink next to it. The text 'Memes bodo' is also visible.",Memes bodo,Memes bodo,image_bodo_196.jpg
Bottom,"The text 'Gasibw taka jwbb khanai' is displayed with a neutral face emoji, followed by 'leora'.",Gasibw taka jwbb khanai 😑 leora,"We have to live tomorrow, today is enough.",image_bodo_196.jpg
Top,Text in Bodo language with a smiley face emoji,Baolang bai Janaggwo ng Agkwo,Did you find out about Agkwo,image_bodo_182.jpg
Middle,"A crying blue character lying in bed with an alarm clock showing 10:00, and a small label 'Memes bodo'",Memes bodo,Memes bodo,image_bodo_182.jpg
Bottom,Text in Bodo language with a broken heart emoji,Jebw Nongla de,I'm alone,image_bodo_182.jpg
Top,"The text ""2025नि काय सोलायसां"" is displayed.",2025नि काय सोलायसां,2025 What to do,image_bodo_419.jpg
Bottom,A scared and sweating emoji is shown.,😥,😥,image_bodo_419.jpg
Top,Text in Marathi: 'Janikhi ulthya ganlanfida kakrajhar aav',जायिखौ उल्था गानलाफिदां कक्राझार आव,The clothes are turned inside out and are torn.,image_bodo_357.jpg
Middle,A pair of torn grey shorts hanging on a clothesline. The shorts have a large hole in the front. The waistband has 'EURO' written on it.,,,image_bodo_357.jpg
Bottom,Text in Marathi: 'Khanada khanada gagnanay nuna ses',खानदा खानदा गाननाय नुना सेस,This is a sign of poverty.,image_bodo_357.jpg
Top,The text 'Ou Ngkwo na Ag :)' is displayed at the top.,Ou Ngkwo na Ag :),Ou Ngkwo na Ag :),image_bodo_80.jpg
Middle,"A cute, round, white cartoon character with blushing cheeks is depicted in the center. It has a simple smiling face with two dots for eyes and a curved line for a mouth. Its left hand is raised and positioned near its face, giving a shy or thoughtful pose. A black box with white text 'Memes bodo' is overlaid on the character's lower body.",Memes bodo,Memes bodo,image_bodo_80.jpg
